"User_ID","Product_ID","Rating"
A000007,PR000006,4.5
A000007,JW000007,5.0
A000006,JW000005,5.0
A000007,4F000003,1.5
A000007,JW000004,2.5
A000006,PR000004,2.0
A000007,JW000005,2.5
A000007,KR000002,5.0
A000006,PR000005,4.0
A000007,MM000004,5.0
A000006,PR000004,5.0
A000006,4F000007,1.0
A000007,MM000006,3.5
A000006,4F000007,3.5
A000006,KR000003,4.0
A000007,JW000004,3.5
A000007,KR000001,3.0
A000007,MM000002,2.0
A000007,JW000007,3.5
A000006,JW000006,3.5
A000007,JW000007,2.0
A000006,JW000005,4.0
A000006,KR000006,4.5
A000006,KR000007,3.5
A000007,KR000003,1.5
A000006,JW000007,5.0
A000007,PR000007,4.5
A000006,JW000003,2.5
A000007,KR000005,1.0
A000007,PR000004,3.5
A000007,JW000002,4.5
A000006,PR000007,3.5
A000006,MM000004,4.0
A000007,PR000001,2.0
A000007,PR000002,5.0
A000007,JW000007,1.0
A000007,KR000004,2.0
A000006,4F000005,3.0
A000006,JW000003,5.0
A000006,MM000004,4.5
A000006,JW000007,5.0
A000006,MM000001,3.5
A000006,PR000006,4.0
A000007,JW000007,2.0
A000006,MM000006,4.5
A000006,4F000007,5.0
A000006,MM000005,2.0
A000007,JW000006,1.5
A000006,4F000006,1.5
A000006,MM000002,3.5
A000006,MM000004,2.5
A000007,JW000004,2.0
A000007,JW000002,2.5
A000006,4F000005,5.0
A000007,MM000001,3.5
A000006,JW000004,3.0
A000007,4F000004,3.0
A000006,PR000001,3.0
A000007,KR000004,2.5
A000006,JW000005,3.0
A000006,JW000002,1.0
A000007,PR000001,5.0
A000006,4F000003,1.0
A000006,JW000003,4.5
A000007,JW000003,3.0
A000006,MM000003,5.0
A000006,4F000007,2.5
A000006,PR000004,2.5
A000006,4F000003,3.0
A000007,PR000003,5.0
A000007,4F000003,1.5
A000007,PR000004,3.0
A000006,KR000007,1.5
A000006,MM000007,4.0
A000006,PR000003,1.0
A000006,KR000005,2.0
A000006,KR000005,1.5
A000007,KR000003,5.0
A000006,JW000005,3.5
A000006,KR000003,3.5
A000007,MM000006,1.0
A000006,4F000007,3.5
A000006,MM000003,1.0
A000007,PR000002,3.5
A000006,KR000001,3.0
A000006,MM000003,1.5
A000007,PR000005,1.5
A000006,4F000002,4.5
A000006,JW000004,1.5
A000007,PR000005,2.5
A000007,JW000001,4.5
A000007,KR000005,2.0
A000006,MM000005,1.5
A000007,PR000005,2.0
A000007,KR000003,4.0
A000006,PR000005,2.5
A000006,JW000007,2.5
A000007,KR000004,5.0
A000007,MM000002,5.0
A000007,KR000004,5.0
A000007,JW000002,2.0
A000006,KR000003,1.0
A000007,KR000007,3.5
A000007,KR000003,1.0
A000006,MM000003,3.0
A000006,4F000001,4.0
A000007,JW000001,1.5
A000006,KR000002,1.0
A000006,MM000005,3.0
A000007,MM000005,4.5
A000007,JW000003,5.0
A000007,4F000006,2.5
A000006,KR000001,2.0
A000007,MM000001,5.0
A000006,PR000002,2.0
A000006,JW000001,3.0
A000007,JW000005,4.0
A000006,4F000002,4.0
A000007,MM000007,2.0
A000006,PR000005,3.0
A000006,KR000007,5.0
A000006,JW000005,2.5
A000007,MM000006,3.0
A000007,KR000006,1.0
A000007,MM000003,4.0
A000006,MM000007,1.5
A000007,MM000001,4.0
A000007,PR000004,3.0
A000006,PR000001,3.0
A000006,PR000007,2.5
A000007,KR000005,4.5
A000006,JW000007,2.0
A000007,4F000004,1.0
A000006,PR000001,3.5
A000006,PR000007,4.5
A000006,4F000004,3.5
A000007,JW000002,5.0
A000007,JW000006,2.0
A000007,PR000006,3.0
A000006,KR000001,2.5
A000007,4F000002,4.5
A000007,KR000003,3.0
A000006,KR000007,3.0
A000006,JW000004,4.0
A000007,MM000003,1.5
A000007,4F000006,4.0
A000006,PR000007,4.5
A000006,JW000001,2.5
A000007,4F000002,4.0
A000006,KR000007,4.0
A000006,MM000006,1.5
A000007,JW000004,3.5
A000006,PR000006,4.5
A000006,PR000004,5.0
A000006,JW000003,1.0
A000007,PR000001,5.0
A000006,4F000004,3.5
A000006,PR000003,3.5
A000007,PR000005,1.0
A000006,MM000004,3.5
A000007,JW000001,1.0
A000006,4F000004,2.5
A000007,JW000003,3.5
A000007,KR000004,2.5
A000006,PR000004,3.0
A000006,JW000006,2.5
A000006,PR000005,2.0
A000006,KR000005,2.5
A000006,MM000006,4.5
A000006,JW000006,1.5
A000006,KR000003,2.0
A000006,JW000002,5.0
A000007,KR000004,1.5
A000006,JW000001,1.0
A000007,JW000003,2.5
A000007,4F000005,4.0
A000007,4F000004,4.0
A000006,4F000005,2.5
A000006,JW000006,3.5
A000006,JW000005,1.0
A000006,PR000002,4.5
A000007,4F000002,2.5
A000006,4F000007,5.0
A000007,PR000005,2.5
A000007,MM000004,4.0
A000007,JW000002,2.0
A000006,4F000005,2.0
A000006,MM000003,2.0
A000007,4F000003,3.0
A000006,PR000003,1.0
A000007,MM000007,4.0
A000006,MM000002,4.5
A000007,JW000005,2.5
A000007,JW000007,2.5
A000007,MM000001,3.0
A000007,JW000003,4.0
A000006,KR000005,1.0
A000006,KR000005,4.0
A000006,KR000005,4.5
A000006,JW000007,3.0
A000006,PR000004,3.5
A000006,PR000001,1.0
A000006,PR000006,3.0
A000006,JW000003,5.0
A000007,PR000004,5.0
A000007,KR000005,4.0
A000006,KR000004,4.0
A000007,4F000003,5.0
A000006,KR000005,2.5
A000007,4F000007,3.5
A000007,PR000005,2.0
A000007,JW000004,4.0
A000007,PR000007,2.5
A000007,KR000004,2.0
A000007,KR000005,4.5
A000006,4F000001,4.5
A000007,MM000002,1.5
A000007,4F000002,4.0
A000006,4F000001,4.5
A000007,MM000002,4.5
A000007,PR000005,3.0
A000006,PR000006,1.0
A000006,PR000001,1.0
A000006,MM000002,3.0
A000007,JW000007,3.5
A000006,KR000004,3.5
A000006,PR000001,4.5
A000006,JW000002,1.0
A000006,KR000003,2.0
A000006,KR000006,4.0
A000006,MM000006,2.0
A000007,MM000003,3.0
A000007,4F000005,1.5
A000007,KR000005,2.5
A000007,PR000005,1.5
A000007,PR000004,3.0
A000006,PR000007,4.5
A000006,PR000007,2.5
A000006,4F000002,5.0
A000006,JW000007,3.5
A000006,MM000002,4.5
A000006,KR000004,3.0
A000006,MM000004,2.5
A000007,JW000006,2.0
A000007,KR000006,5.0
A000007,KR000006,2.0
A000006,JW000001,2.0
A000007,4F000006,3.5
A000007,4F000005,2.5
A000006,PR000003,2.0
A000007,PR000004,1.5
A000007,KR000004,1.0
A000007,4F000003,2.0
A000007,KR000004,3.5
A000006,KR000005,4.0
A000006,JW000001,1.5
A000007,KR000001,4.0
A000006,KR000003,1.0
A000006,KR000007,4.0
A000007,KR000003,2.0
A000006,KR000004,2.0
A000006,JW000006,5.0
A000006,4F000002,1.0
A000007,MM000002,4.5
A000006,4F000002,3.5
A000007,4F000001,4.5
A000007,PR000002,3.5
A000006,4F000003,2.0
A000006,4F000004,5.0
A000006,JW000002,3.5
A000007,JW000005,5.0
A000006,JW000002,3.0
A000007,4F000004,1.5
A000006,JW000002,1.0
A000006,JW000007,3.0
A000006,PR000004,3.5
A000006,KR000002,5.0
A000007,KR000007,2.5
A000007,MM000003,2.5
A000007,MM000002,4.5
A000007,KR000006,4.5
A000006,MM000004,5.0
A000007,PR000001,4.5
A000006,KR000004,4.5
A000006,JW000007,3.5
A000007,MM000001,1.5
A000007,JW000005,1.5
A000006,JW000007,4.0
A000006,MM000002,4.5
A000007,4F000001,3.5
A000007,KR000006,5.0
A000006,MM000005,3.0
A000007,KR000004,1.5
A000006,4F000002,4.0
A000006,4F000004,1.5
A000006,MM000006,5.0
A000007,JW000001,1.5
A000007,JW000003,4.5
A000007,KR000006,3.5
A000007,KR000005,3.0
A000007,PR000004,3.0
A000007,PR000004,2.0
A000007,4F000002,4.5
A000006,4F000006,4.0
A000006,4F000002,4.0
A000006,4F000007,3.0
A000006,MM000001,1.0
A000007,PR000004,1.5
A000007,PR000004,1.0
A000007,KR000003,3.0
A000007,PR000005,2.5
A000007,PR000006,2.0
A000007,PR000003,2.5
A000007,KR000005,5.0
A000006,MM000004,3.0
A000006,MM000001,5.0
A000006,JW000001,4.0
A000007,KR000007,1.0
A000006,PR000005,2.0
A000007,MM000003,2.5
A000007,JW000001,2.0
A000006,KR000003,1.0
A000006,JW000004,3.5
A000006,4F000004,1.5
A000007,4F000001,2.0
A000007,KR000007,4.0
A000006,MM000001,1.5
A000006,JW000005,1.5
A000006,4F000001,3.0
A000006,JW000006,2.5
A000007,MM000007,1.0
A000006,JW000002,4.5
A000006,PR000001,4.0
A000007,KR000001,4.5
A000007,4F000003,3.5
A000006,PR000004,3.5
A000007,4F000005,3.5
A000006,4F000003,1.0
A000007,4F000004,4.0
A000007,JW000002,4.0
A000006,PR000002,5.0
A000006,MM000003,5.0
A000006,PR000004,2.0
A000006,MM000002,5.0
A000006,MM000005,4.5
A000007,MM000002,4.0
A000007,MM000003,3.0
A000006,MM000006,4.0
A000007,PR000003,3.0
A000006,MM000005,4.0
A000007,MM000001,5.0
A000006,JW000001,3.0
A000006,MM000006,2.5
A000007,PR000002,1.5
A000007,KR000007,2.5
A000007,PR000002,2.5
A000006,JW000006,2.0
A000007,MM000005,1.0
A000007,PR000002,3.0
A000007,PR000004,4.5
A000006,PR000001,3.5
A000006,4F000001,2.5
A000006,MM000003,1.5
A000007,KR000002,1.0
A000006,JW000001,2.0
A000006,MM000003,2.0
A000006,4F000007,2.0
A000006,MM000004,1.0
A000007,4F000002,2.5
A000006,PR000001,3.0
A000006,JW000005,5.0
A000007,JW000003,1.5
A000006,MM000003,1.0
A000007,KR000006,3.5
A000006,4F000006,1.5
A000006,KR000004,3.0
A000006,4F000001,3.5
A000006,PR000002,5.0
A000006,JW000007,4.0
A000006,KR000006,2.5
A000007,4F000003,3.5
A000007,PR000007,3.5
A000007,KR000004,5.0
A000007,KR000001,4.0
A000007,KR000002,2.0
A000006,4F000005,3.0
A000006,JW000001,3.0
A000006,4F000002,2.5
A000007,JW000006,4.5
A000007,4F000001,1.5
A000006,JW000001,1.5
A000007,PR000006,2.0
A000007,4F000002,4.5
A000006,KR000004,5.0
A000006,PR000004,1.0
A000007,PR000001,4.5
A000007,PR000005,3.0
A000006,MM000004,3.5
A000006,KR000001,3.0
A000007,MM000001,5.0
A000006,4F000006,5.0
A000006,PR000001,4.0
A000006,MM000006,4.5
A000006,KR000003,2.0
A000006,KR000002,1.0
A000006,MM000003,4.0
A000006,MM000001,3.5
A000007,PR000005,1.0
A000006,MM000003,4.0
A000007,KR000001,2.0
A000006,JW000005,2.5
A000006,MM000002,1.0
A000006,JW000002,4.0
A000006,JW000007,2.0
A000006,JW000001,1.0
A000006,PR000007,1.0
A000007,4F000006,4.5
A000007,MM000004,4.0
A000006,JW000005,2.5
A000006,KR000007,3.5
A000006,JW000004,5.0
A000007,MM000003,3.5
A000007,4F000001,3.0
A000006,MM000003,4.5
A000007,JW000005,4.0
A000006,PR000001,3.0
A000006,4F000006,1.0
A000006,JW000004,5.0
A000006,JW000004,2.0
A000007,KR000005,1.0
A000007,MM000002,3.5
A000007,KR000002,5.0
A000006,KR000002,5.0
A000007,MM000004,1.5
A000006,JW000004,4.0
A000007,KR000003,3.0
A000006,4F000007,5.0
A000006,MM000007,3.5
A000007,JW000007,2.5
A000007,JW000001,4.0
A000006,MM000007,2.5
A000006,PR000006,2.0
A000006,4F000006,3.0
A000006,PR000006,1.0
A000007,4F000006,3.0
A000007,PR000003,5.0
A000006,MM000003,3.5
A000006,JW000003,5.0
A000007,JW000004,2.5
A000007,MM000003,4.5
A000007,4F000007,2.5
A000007,PR000003,3.0
A000007,4F000003,5.0
A000007,MM000003,4.0
A000006,4F000006,2.5
A000006,JW000006,4.5
A000006,MM000002,1.5
A000006,MM000007,4.0
A000007,KR000006,4.0
A000006,PR000001,2.5
A000007,JW000006,1.5
A000006,MM000006,3.0
A000006,4F000004,5.0
A000007,PR000003,3.5
A000007,MM000005,5.0
A000007,JW000004,4.0
A000006,KR000004,3.5
A000007,MM000007,2.0
A000006,MM000006,1.5
A000007,PR000001,4.5
A000006,PR000003,5.0
A000007,PR000003,2.5
A000007,4F000004,4.0
A000007,4F000004,4.0
A000007,PR000005,4.5
A000007,MM000002,5.0
A000007,JW000003,3.0
A000006,KR000003,4.0
A000007,PR000007,1.5
A000007,JW000003,5.0
A000007,KR000006,3.5
A000007,4F000006,1.0
A000006,MM000007,1.5
A000007,JW000006,2.0
A000007,JW000002,3.5
A000006,KR000001,2.0
A000006,PR000005,5.0
A000007,MM000004,1.5
A000006,MM000001,4.0
A000007,MM000001,3.5
A000007,PR000005,1.0
A000007,KR000007,5.0
A000006,KR000003,3.5
A000007,KR000003,4.0
A000007,JW000003,1.5
A000006,PR000002,1.5
A000007,PR000006,1.0
A000006,4F000007,1.0
A000007,MM000001,4.5
A000006,KR000004,4.0
A000006,KR000007,2.0
A000007,JW000004,5.0
A000007,4F000003,1.5
A000006,MM000003,5.0
A000007,4F000005,1.0
A000006,JW000005,3.5
A000007,PR000003,2.0
A000006,4F000002,2.5
A000006,4F000004,2.0
A000007,4F000007,3.5
A000006,MM000001,5.0
A000006,MM000001,3.0
A000006,JW000004,1.0
A000006,4F000002,5.0
A000006,MM000007,1.0
A000006,KR000006,2.5
A000006,4F000003,1.5
A000007,KR000002,2.5
A000007,MM000002,1.5
A000007,MM000003,1.0
A000007,MM000003,3.5
A000007,KR000001,3.0
A000006,MM000006,2.0
A000006,JW000002,4.5
A000006,PR000003,2.0
A000007,JW000003,3.5
A000007,4F000005,5.0
A000006,JW000004,3.0
A000007,MM000004,3.5
A000006,MM000003,2.5
A000006,JW000004,1.0
A000007,4F000007,4.5
A000007,4F000005,2.5
A000007,4F000003,3.5
A000007,KR000005,4.0
A000007,PR000002,4.0
A000007,KR000004,1.5
A000006,4F000001,1.5
A000006,MM000006,4.0
A000006,KR000003,4.0
A000007,JW000002,4.0
A000006,MM000001,2.0
A000006,MM000007,5.0
A000007,KR000002,2.0
A000006,MM000003,2.0
A000006,MM000002,1.5
A000006,MM000004,4.0
A000006,JW000006,3.0
A000006,MM000006,4.0
A000006,KR000003,4.0
A000007,PR000003,4.0
A000007,PR000004,4.0
A000007,PR000002,2.0
A000007,JW000004,2.5
A000007,4F000002,3.0
A000007,JW000002,4.5
A000007,4F000005,4.0
A000007,PR000004,1.5
A000007,JW000004,4.0
A000007,JW000006,2.0
A000006,PR000005,2.5
A000007,JW000002,1.5
A000007,JW000003,3.5
A000007,JW000002,1.0
A000006,KR000004,4.0
A000007,KR000007,1.0
A000006,MM000006,5.0
A000007,JW000006,2.5
A000006,JW000001,4.0
A000006,MM000001,4.0
A000006,KR000002,4.5
A000006,4F000002,5.0
A000006,PR000007,4.5
A000007,KR000003,2.0
A000006,PR000002,4.0
A000006,MM000003,1.0
A000007,KR000005,4.5
A000007,PR000007,2.5
A000006,PR000007,4.0
A000007,4F000002,1.5
A000006,MM000001,3.5
A000006,MM000005,4.5
A000007,MM000006,3.5
A000006,4F000006,4.5
A000006,4F000006,3.5
A000006,KR000005,3.0
A000006,JW000005,2.5
A000006,MM000003,3.5
A000006,KR000006,5.0
A000006,MM000001,3.5
A000006,MM000001,5.0
A000007,JW000004,2.0
A000006,JW000004,1.5
A000006,MM000001,1.0
A000006,KR000001,1.0
A000007,PR000004,3.0
A000006,MM000006,5.0
A000007,PR000004,3.0
A000006,JW000001,1.5
A000007,MM000003,3.0
A000006,PR000005,3.0
A000006,4F000006,2.5
A000007,4F000004,2.5
A000007,PR000003,5.0
A000006,JW000005,2.0
A000007,4F000003,1.5
A000006,PR000005,1.5
A000006,KR000003,4.0
A000007,JW000001,5.0
A000006,JW000004,4.5
A000007,KR000002,4.5
A000006,4F000001,5.0
A000006,JW000002,2.5
A000007,JW000006,2.5
A000007,4F000005,4.5
A000006,MM000006,4.0
A000006,PR000004,2.0
A000007,4F000005,4.5
A000007,4F000006,5.0
A000006,PR000004,1.0
A000006,4F000002,1.0
A000006,KR000007,3.5
A000006,KR000004,2.0
A000007,PR000006,1.0
A000006,JW000002,2.5
A000006,MM000002,3.5
A000006,4F000003,3.5
A000006,4F000006,2.5
A000007,KR000007,2.0
A000007,4F000004,4.5
A000007,PR000006,2.5
A000006,JW000002,5.0
A000006,4F000001,2.5
A000007,KR000004,1.0
A000006,JW000005,1.0
A000007,MM000003,1.0
A000006,KR000001,1.5
A000007,MM000005,1.5
A000007,KR000005,3.5
A000006,MM000002,4.0
A000006,PR000005,4.0
A000007,KR000001,4.5
A000006,4F000006,1.0
A000007,KR000006,4.0
A000007,4F000003,2.5
A000006,MM000006,1.0
A000006,JW000006,3.5
A000006,JW000004,5.0
A000007,PR000001,2.0
A000007,JW000005,4.5
A000007,4F000002,1.0
A000007,JW000001,4.0
A000007,JW000007,2.5
A000007,KR000005,4.5
A000006,MM000003,5.0
A000007,MM000004,3.5
A000007,MM000001,2.0
A000006,KR000005,5.0
A000007,4F000006,3.0
A000006,4F000007,1.5
A000006,KR000001,3.0
A000007,JW000001,3.5
A000006,PR000006,5.0
A000007,KR000001,2.0
A000006,PR000007,3.0
A000006,MM000003,1.0
A000007,4F000007,1.0
A000006,JW000002,4.5
A000007,MM000002,3.0
A000007,KR000001,4.5
A000006,KR000003,1.0
A000007,KR000006,2.5
A000006,4F000004,5.0
A000006,MM000005,4.0
A000007,PR000002,3.0
A000006,KR000002,1.0
A000006,4F000004,2.0
A000007,KR000001,4.0
A000007,JW000007,3.5
A000006,JW000002,1.5
A000007,MM000007,5.0
A000006,KR000006,1.5
A000007,JW000004,1.0
A000007,PR000004,1.0
A000006,PR000004,3.0
A000007,4F000005,5.0
A000007,KR000002,1.0
A000007,MM000006,1.5
A000007,4F000002,3.5
A000007,PR000004,3.5
A000006,MM000005,1.0
A000006,MM000002,1.0
A000007,KR000001,5.0
A000007,4F000002,2.5
A000006,4F000007,2.0
A000007,PR000003,5.0
A000007,PR000007,2.5
A000007,4F000006,4.0
A000006,MM000004,3.5
A000006,PR000002,3.0
A000007,PR000003,3.0
A000006,KR000006,5.0
A000006,PR000004,3.5
A000007,PR000007,1.5
A000006,MM000004,2.0
A000006,MM000001,2.0
A000006,PR000006,4.0
A000006,KR000003,2.5
A000007,4F000002,2.0
A000006,4F000007,2.5
A000007,JW000001,3.0
A000006,4F000002,5.0
A000007,PR000003,3.5
A000007,KR000002,2.0
A000006,PR000003,2.0
A000007,PR000006,1.0
A000006,KR000004,3.0
A000006,4F000004,4.5
A000006,JW000007,4.5
A000007,PR000003,1.5
A000006,JW000005,3.0
A000006,PR000004,4.0
A000007,MM000006,3.0
A000006,MM000007,5.0
A000007,MM000002,4.5
A000007,JW000002,3.5
A000007,PR000002,3.5
A000006,PR000005,5.0
A000006,4F000004,3.5
A000006,JW000005,3.5
A000006,4F000005,2.5
A000006,JW000002,4.5
A000006,4F000004,1.0
A000006,4F000004,3.5
A000006,4F000006,1.0
A000006,KR000005,1.5
A000007,4F000001,3.5
A000007,KR000005,3.5
A000006,PR000003,2.0
A000007,4F000001,3.0
A000007,KR000007,2.5
A000006,PR000005,2.5
A000007,MM000004,4.5
A000007,KR000004,4.5
A000006,JW000002,1.5
A000006,KR000007,2.0
A000006,4F000002,3.0
A000006,KR000004,5.0
A000006,KR000007,2.5
A000006,KR000001,5.0
A000006,JW000003,2.5
A000006,PR000003,4.5
A000007,4F000007,2.5
A000006,KR000001,4.5
A000006,4F000003,2.5
A000007,4F000007,2.5
A000006,PR000002,5.0
A000006,JW000006,2.0
A000007,JW000003,3.0
A000007,MM000006,3.5
A000007,JW000002,3.0
A000006,KR000004,2.5
A000006,JW000001,4.5
A000006,4F000005,5.0
A000006,PR000001,4.5
A000006,KR000001,3.0
A000007,KR000002,2.0
A000007,4F000003,4.0
A000006,MM000004,2.0
A000006,MM000006,2.5
A000006,4F000002,2.0
A000006,KR000006,4.5
A000007,MM000002,1.0
A000007,KR000003,3.0
A000007,KR000003,4.5
A000007,JW000004,2.0
A000007,JW000006,5.0
A000007,MM000004,1.5
A000006,KR000007,4.5
A000007,PR000001,1.5
A000007,MM000005,1.5
